Local Authority,SeedCode,School Name,School Type,Teachers (Full Time Equivalent) [Note 1],Pupil roll,Pupil Teacher Ratio,Average class size,Female,Male,P1,P2,P3,P4,P5,P6,P7,S1,S2,S3,S4,S5,S6,Special school pupils,Pupils with an Additional Support Need recorded,Pupils with no Additional Support Needs recorded,Pupils with English as an Additional Language [Note 2],Pupils without English as an Additional Language [Note 2],Pupils taught in Gaelic [Note 3],Pupils with no Gaelic taught [Note 3],White - British [Note 4],White - Other [Note 4],Minority Ethnic [Note 4],Not known/not disclosed [Note 4],P1-P5 pupils registered for free school meals [Note 5],Percentage of P1-P5 pupils registered for free school meals [Note 5],P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],Percentage of P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],SIMD Quintile 1 [Note 6],SIMD Quintile 2 [Note 6],SIMD Quintile 3 [Note 6],SIMD Quintile 4 [Note 6],SIMD Quintile 5 [Note 6],SIMD not availble [Note 6],Urban [Note 7],Small town [Note 7],Rural [Note 7],Urban/rural classification not available [Note 7],Attendance rate (%)[Note 8] [Note 9],Authorised absence rate (%) [Note 8] [Note 9],Unauthorised absence rate (%)[Note 8] [Note 9],Absence due to temporary exclusion rate (%) [Note 8] [Note 9],School's 6-fold urban/rural classification,School's 8-fold urban/rural classification,Denomination of school,,
South Lanarkshire,8523223,"St Mary&apos;s Primary School, Larkhall",Primary,5.8,85,14.7,21.3,34,51,14,9,14,16,9,14,9,z,z,z,z,z,z,z,27,58,11,74,0,85,51,11,16,7,62,100,C,C,20,20,23,13,9,0,70-80%,0-10%,20-30%,0-10%,94.4,3.6,2.0,C,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8522022,St Ninian&apos;s Primary School,Primary,13.4,232,17.3,25.8,104,128,26,25,28,41,40,36,36,z,z,z,z,z,z,z,31,201,16,216,0,232,156,26,45,5,160,100,20,27.8,111,27,9,40,45,0,90-100%,0-10%,0-10%,0-10%,91.6,5.1,3.4,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8533024,St Patrick&apos;s Primary School,Primary,6.0,89,14.8,22.3,45,44,10,9,19,10,5,21,15,z,z,z,z,z,z,z,26,63,C,C,0,89,74,C,8,C,53,100,5,13.9,C,12,24,17,34,C,0-10%,60-70%,30-40%,0-10%,94.8,4.5,0.7,0.0,Accessible small towns,Accessible small towns,Roman Catholic,,
South Lanarkshire,8522227,St Paul&apos;s Primary School,Primary,8.4,136,16.2,22.7,68,68,22,16,20,20,18,22,18,z,z,z,z,z,z,z,64,72,5,131,0,136,90,16,30,0,96,100,12,30,76,45,C,11,0,C,90-100%,0-10%,0-10%,0-10%,90.0,4.3,5.7,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8522324,St Peter&apos;s Primary School,Primary,7.9,113,14.3,22.6,56,57,12,18,12,15,20,15,21,z,z,z,z,z,z,z,55,58,5,108,0,113,80,13,15,5,77,100,8,22.2,59,30,17,C,C,0,90-100%,0-10%,0-10%,0-10%,89.7,5.4,4.9,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8532524,St Vincent&apos;s Primary School,Primary,19.2,357,18.6,27.5,172,185,59,44,69,35,55,47,48,z,z,z,z,z,z,z,68,289,23,334,0,357,279,15,45,18,262,100,15,15.8,C,126,39,117,73,C,90-100%,0-10%,0-10%,0-10%,93.3,5.9,0.7,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8523622,Stonehouse Primary School,Primary,14.9,209,14,20.9,108,101,25,29,32,34,34,25,30,z,z,z,z,z,z,z,50,159,5,204,0,209,189,10,C,C,154,100,11,20,56,40,63,17,33,0,0-10%,80-90%,0-10%,0-10%,92.1,5.1,2.8,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8549222,Tinto Primary School,Primary,7.0,108,15.4,21.6,54,54,14,11,21,19,17,11,15,z,z,z,z,z,z,z,24,84,0,108,0,108,101,C,C,C,82,100,C,C,0,0,92,16,0,0,0-10%,0-10%,90-100%,0-10%,94.5,4.0,1.5,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
South Lanarkshire,8522421,Townhill Primary School,Primary,16.8,308,18.3,25.7,146,162,57,42,38,40,38,46,47,z,z,z,z,z,z,z,42,266,8,300,0,308,279,11,16,C,215,100,10,10.8,43,40,17,43,165,0,90-100%,0-10%,0-10%,0-10%,93.9,4.0,2.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8522529,Udston Primary School,Primary,16.6,321,19.3,26.8,171,150,48,48,46,52,47,41,39,z,z,z,z,z,z,z,72,249,10,311,0,321,274,10,33,C,241,100,20,25,145,25,11,75,65,0,90-100%,0-10%,0-10%,0-10%,90.9,4.8,4.3,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8549427,Underbank Primary School,Primary,8.5,116,13.6,23.2,52,64,13,17,18,19,15,20,14,z,z,z,z,z,z,z,10,106,C,C,0,116,106,C,5,C,82,100,C,C,C,13,47,48,5,C,0-10%,10-20%,80-90%,0-10%,95.7,2.7,1.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
South Lanarkshire,8456127,West Coats Primary School,Primary,20.8,392,18.8,26.1,210,182,51,39,68,53,68,50,63,z,z,z,z,z,z,z,142,250,7,385,0,392,329,14,28,21,279,100,9,8,66,62,28,106,130,0,90-100%,0-10%,0-10%,0-10%,95.5,3.3,1.2,0.0,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8533121,Wester Overton Primary School,Primary,19.4,345,17.8,26.5,167,178,58,46,45,47,55,48,46,z,z,z,z,z,z,z,100,245,C,C,0,345,323,C,13,C,251,100,5,5.3,C,30,109,23,182,C,0-10%,80-90%,10-20%,0-10%,95.2,3.8,0.9,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8549621,Wiston Primary School,Primary,1.9,7,3.7,7,C,C,0,0,C,0,0,C,C,z,z,z,z,z,z,z,C,C,0,7,0,7,7,0,0,0,C,0,C,C,0,0,C,C,0,0,0-10%,0-10%,90-100%,0-10%,96.3,3.3,C,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
South Lanarkshire,8526125,Woodhead Primary School,Primary,18.0,337,18.7,25.9,168,169,50,47,41,52,48,52,47,z,z,z,z,z,z,z,54,283,18,319,0,337,284,18,26,9,238,100,20,20.2,62,121,16,92,46,0,80-90%,0-10%,10-20%,0-10%,91.6,6.4,2.1,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8548323,Woodpark Primary School,Primary,10.3,167,16.2,23.9,61,106,16,18,25,22,30,30,26,z,z,z,z,z,z,z,49,118,5,162,0,167,144,C,15,C,111,100,20,35.7,58,96,7,6,0,0,0-10%,80-90%,10-20%,0-10%,91.5,5.1,3.4,C,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8526427,Woodside Primary School,Primary,28.0,509,18.2,26.8,222,287,74,60,74,71,74,77,79,z,z,z,z,z,z,z,114,395,6,503,0,509,428,14,60,7,353,100,27,17.3,135,77,44,126,127,0,90-100%,0-10%,0-10%,0-10%,94.2,5.5,0.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8549834,Biggar High School,Secondary,51.4,614,11.9,0,314,300,z,z,z,z,z,z,z,102,105,119,120,99,69,z,250,364,8,606,0,614,566,23,17,8,z,z,57,9.3,32,68,218,282,14,0,0-10%,0-10%,90-100%,0-10%,87.6,9.4,2.9,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
South Lanarkshire,8530033,Calderglen High School,Secondary,93.6,1242,13.3,0,629,613,z,z,z,z,z,z,z,208,215,230,236,220,133,z,467,775,15,1227,14,1228,1175,22,37,8,z,z,209,16.8,60,352,476,270,84,0,90-100%,0-10%,0-10%,0-10%,87.4,7.8,4.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8530130,Calderside Academy,Secondary,112.8,1247,11.1,0,635,612,z,z,z,z,z,z,z,205,285,213,218,201,125,z,539,708,30,1217,0,1247,1149,26,63,9,z,z,328,26.3,460,323,97,198,169,0,90-100%,0-10%,0-10%,0-10%,86.5,11.0,2.4,0.2,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8549931,Carluke High School,Secondary,94.2,1105,11.7,0,553,552,z,z,z,z,z,z,z,195,220,208,199,180,103,z,518,587,14,1091,0,1105,1000,41,44,20,z,z,164,14.8,147,341,156,320,141,0,60-70%,10-20%,10-20%,0-10%,89.0,5.3,5.7,0.1,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8458332,Cathkin High School,Secondary,88.5,1017,11.5,0,492,525,z,z,z,z,z,z,z,180,208,167,188,157,117,z,463,554,35,982,0,1017,864,36,100,17,z,z,268,26.4,384,124,54,278,176,C,90-100%,0-10%,0-10%,0-10%,86.0,13.2,0.8,0.0,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8533431,Duncanrig Secondary School,Secondary,141.4,1806,12.8,0,842,964,z,z,z,z,z,z,z,350,318,316,328,290,204,z,686,1120,39,1767,0,1806,1659,31,99,17,z,z,314,17.4,25,531,463,337,449,C,90-100%,0-10%,0-10%,0-10%,87.2,9.8,3.0,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8524734,Hamilton Grammar School,Secondary,99.8,1306,13.1,0,638,668,z,z,z,z,z,z,z,246,232,218,233,220,157,z,492,814,45,1261,0,1306,1116,45,122,23,z,z,258,19.8,379,264,191,209,263,0,90-100%,0-10%,0-10%,0-10%,87.2,7.3,5.4,0.1,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8524831,Holy Cross High School,Secondary,106.2,1455,13.7,0,759,696,z,z,z,z,z,z,z,267,240,255,283,235,175,z,448,1007,76,1379,0,1455,1182,116,135,22,z,z,205,14.1,309,256,247,302,341,0,80-90%,0-10%,0-10%,0-10%,87.1,9.1,3.8,0.1,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8550034,Lanark Grammar School,Secondary,115.1,1134,9.9,0,557,577,z,z,z,z,z,z,z,185,203,227,225,171,123,z,474,660,19,1115,0,1134,1039,29,37,29,z,z,222,19.6,164,457,179,293,41,0,0-10%,50-60%,40-50%,0-10%,87.0,5.6,7.4,0.1,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8525234,Larkhall Academy,Secondary,103.3,1208,11.7,0,605,603,z,z,z,z,z,z,z,219,242,238,223,180,106,z,514,694,17,1191,0,1208,1099,49,49,11,z,z,313,25.9,417,386,139,124,142,0,70-80%,10-20%,10-20%,0-10%,84.8,6.6,8.6,0.1,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8550131,Lesmahagow High School,Secondary,60.7,636,10.5,0,301,335,z,z,z,z,z,z,z,129,131,126,110,96,44,z,297,339,10,626,0,636,594,13,21,8,z,z,153,24.1,149,179,145,70,93,0,0-10%,70-80%,20-30%,0-10%,87.9,5.1,6.9,0.1,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8520038,St Andrew&apos;s and St Bride&apos;s High School,Secondary,120.9,1768,14.6,0,915,853,z,z,z,z,z,z,z,316,312,320,312,280,228,z,668,1100,126,1642,0,1768,1397,88,258,25,z,z,226,12.8,73,406,521,417,351,0,90-100%,0-10%,0-10%,0-10%,88.5,11.1,0.4,0.0,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8524939,St John Ogilvie High School,Secondary,83.6,1165,13.9,0,587,578,z,z,z,z,z,z,z,230,236,196,184,193,126,z,546,619,97,1068,0,1165,927,87,135,16,z,z,257,22.1,425,314,114,211,100,C,90-100%,0-10%,0-10%,0-10%,88.4,4.7,6.8,0.1,Other urban areas,Other urban areas,Roman Catholic,,
South Lanarkshire,8458634,Stonelaw High School,Secondary,97.2,1338,13.8,0,661,677,z,z,z,z,z,z,z,235,302,247,237,192,125,z,503,835,88,1250,0,1338,1134,56,140,8,z,z,269,20.1,403,245,207,198,285,0,90-100%,0-10%,0-10%,0-10%,87.6,11.6,0.7,0.0,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8533830,Strathaven Academy,Secondary,74.4,1004,13.5,0,488,516,z,z,z,z,z,z,z,175,179,181,178,163,128,z,365,639,16,988,0,1004,920,20,52,12,z,z,68,6.8,15,72,259,167,491,0,0-10%,60-70%,30-40%,0-10%,90.3,8.0,1.8,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
South Lanarkshire,8458030,Trinity High School,Secondary,87.2,1240,14.2,0,667,573,z,z,z,z,z,z,z,207,225,230,232,191,155,z,478,762,80,1160,0,1240,978,63,190,9,z,z,188,15.2,346,245,105,386,158,0,90-100%,0-10%,0-10%,0-10%,89.8,4.2,6.0,0.0,Large urban areas,Large urban areas,Roman Catholic,,
South Lanarkshire,8525331,Uddingston Grammar School,Secondary,106.7,1331,12.5,0,651,680,z,z,z,z,z,z,z,242,240,270,236,204,139,z,491,840,40,1291,0,1331,1157,24,135,15,z,z,139,10.4,253,166,116,529,267,0,90-100%,0-10%,0-10%,0-10%,88.6,10.7,0.6,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8534144,Greenburn School,Special,13.4,63,4.7,z,24,39,z,z,z,z,z,z,z,z,z,z,z,z,z,63,63,0,C,C,0,63,51,C,7,C,z,z,25,39.7,16,16,18,7,6,0,90-100%,0-10%,0-10%,0-10%,89.9,10.1,0.0,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8550840,Hamilton School for the Deaf,Special,10.4,13,1.2,z,6,7,z,z,z,z,z,z,z,z,z,z,z,z,z,13,13,0,11,C,0,13,9,C,C,0,z,z,C,C,5,5,C,C,0,0,70-80%,10-20%,0-10%,0-10%,94.3,4.1,1.6,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,1003046,Kear Campus,Special,55.6,80,1.4,z,22,58,z,z,z,z,z,z,z,z,z,z,z,z,z,80,80,0,C,C,0,80,79,C,C,0,z,z,54,67.5,27,24,16,9,C,C,70-80%,10-20%,0-10%,0-10%,75.5,12.3,11.9,0.3,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8550948,Rutherglen High School,Special,28.4,113,4,z,31,82,z,z,z,z,z,z,z,z,z,z,z,z,z,113,113,0,C,C,0,113,95,C,13,C,z,z,55,48.7,48,17,15,20,13,0,90-100%,0-10%,0-10%,0-10%,80.6,10.5,8.9,0.0,Large urban areas,Large urban areas,Non-denominational,,
South Lanarkshire,8525749,Sanderson High School,Special,32.8,123,3.7,z,33,90,z,z,z,z,z,z,z,z,z,z,z,z,z,123,123,0,C,C,0,123,109,0,10,C,z,z,49,39.8,18,43,31,16,15,0,80-90%,0-10%,0-10%,0-10%,87.4,6.8,5.7,C,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8518343,Victoria Park School,Special,10.9,62,5.7,z,24,38,z,z,z,z,z,z,z,z,z,z,z,z,z,62,62,0,C,C,0,62,51,C,6,C,z,z,59,95.2,13,21,11,13,C,C,40-50%,20-30%,30-40%,0-10%,87.8,10.8,1.4,0.0,Other urban areas,Other urban areas,Non-denominational,,
South Lanarkshire,8534543,West Mains School,Special,12.6,62,4.9,z,15,47,z,z,z,z,z,z,z,z,z,z,z,z,z,62,62,0,C,C,0,62,55,C,C,C,z,z,58,93.5,7,20,12,16,7,0,90-100%,0-10%,0-10%,0-10%,89.2,8.0,2.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5720028,Aberfoyle Primary School,Primary,5.5,69,12.5,17.3,36,33,14,12,7,5,11,13,7,z,z,z,z,z,z,z,26,43,C,C,0,69,60,5,C,C,49,100,C,C,0,0,0,68,C,C,0-10%,0-10%,90-100%,0-10%,92.8,5.7,1.5,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Stirling,5724821,Allan&apos;s Primary School,Primary,10.3,163,15.8,23.3,70,93,23,21,24,27,23,22,23,z,z,z,z,z,z,z,78,85,36,127,0,163,92,25,44,C,118,100,8,17.8,34,29,14,18,68,0,90-100%,0-10%,0-10%,0-10%,94.6,4.2,1.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5722527,Balfron Primary School,Primary,10.4,159,15.3,22.7,79,80,20,19,20,19,25,25,31,z,z,z,z,z,z,z,39,120,C,C,0,159,144,6,9,0,103,100,C,C,0,0,0,57,102,0,0-10%,0-10%,90-100%,0-10%,95.1,3.1,1.8,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5723124,Bannockburn Primary School,Primary,24.8,288,11.6,16.9,132,156,45,39,36,44,46,31,47,z,z,z,z,z,z,z,126,162,6,282,0,288,269,C,12,C,210,100,29,37.2,30,56,152,34,16,0,90-100%,0-10%,0-10%,0-10%,92.8,5.1,2.1,C,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5724929,Borestone Primary School,Primary,19.4,291,15,22.4,140,151,41,34,36,42,42,50,46,z,z,z,z,z,z,z,92,199,16,275,0,291,237,16,31,7,195,100,23,24,72,129,37,50,C,C,80-90%,0-10%,10-20%,0-10%,92.5,5.3,2.2,C,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5725127,Braehead Primary School,Primary,18.4,288,15.6,24,140,148,34,43,37,38,48,42,46,z,z,z,z,z,z,z,128,160,27,261,0,288,230,8,37,13,200,100,13,14.8,20,149,36,10,73,0,90-100%,0-10%,0-10%,0-10%,93.4,4.3,2.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5723329,Bridge of Allan Primary School,Primary,19.6,350,17.9,25,156,194,60,41,41,54,41,57,56,z,z,z,z,z,z,z,94,256,22,328,0,350,284,24,42,0,237,100,C,C,19,6,47,76,202,0,90-100%,0-10%,0-10%,0-10%,94.4,3.7,1.9,0.0,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5723523,Buchlyvie Primary School,Primary,3.7,41,11.1,20.5,18,23,5,7,10,5,7,C,C,z,z,z,z,z,z,z,14,27,0,41,0,41,39,C,C,0,34,100,C,C,0,0,0,0,41,0,0-10%,0-10%,90-100%,0-10%,96.3,3.8,0.0,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5720427,Callander Primary School,Primary,19.0,266,14,22.2,117,149,33,31,36,47,36,39,44,z,z,z,z,z,z,z,82,184,C,C,0,266,237,19,7,C,183,100,17,20.5,0,0,69,153,43,C,0-10%,80-90%,10-20%,0-10%,93.6,4.8,1.6,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
Stirling,5723620,Cambusbarron Primary School,Primary,14.2,232,16.3,23.2,122,110,39,29,47,28,33,34,22,z,z,z,z,z,z,z,46,186,5,227,0,232,208,12,10,C,176,100,7,12.5,C,44,74,44,68,C,80-90%,0-10%,10-20%,0-10%,93.8,4.6,1.6,0.0,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5725224,Cornton Primary School,Primary,12.3,166,13.5,20.8,94,72,24,25,24,23,29,26,15,z,z,z,z,z,z,z,55,111,19,147,0,166,134,14,15,C,125,100,C,C,86,0,C,68,10,C,90-100%,0-10%,0-10%,0-10%,93.6,3.6,2.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5723728,Cowie Primary School,Primary,10.9,148,13.6,21.1,83,65,10,22,24,24,21,26,21,z,z,z,z,z,z,z,59,89,C,C,0,148,142,C,C,C,101,100,9,19.1,101,C,6,40,0,C,0-10%,0-10%,90-100%,0-10%,93.7,4.6,1.7,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5720524,Crianlarich Primary School,Primary,3.6,23,6.4,11.5,10,13,C,C,6,C,C,6,C,z,z,z,z,z,z,z,8,15,C,C,0,23,17,5,C,C,14,100,C,C,0,14,9,0,0,0,0-10%,0-10%,90-100%,0-10%,92.6,5.1,2.4,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Stirling,5720621,Deanston Primary School,Primary,2.6,17,6.5,17,C,C,0,C,0,0,5,C,8,z,z,z,z,z,z,z,7,10,0,17,0,17,13,C,0,C,6,100,C,C,0,0,17,0,0,0,0-10%,0-10%,90-100%,0-10%,95.7,2.6,1.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5720729,Doune Primary School,Primary,11.7,173,14.8,21.6,93,80,27,18,17,30,22,27,32,z,z,z,z,z,z,z,49,124,6,167,0,173,159,7,0,7,114,100,5,8.5,C,0,31,137,C,0,0-10%,0-10%,90-100%,0-10%,94.3,4.3,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5723922,Drymen Primary School,Primary,7.7,110,14.3,22,58,52,11,12,17,19,15,13,23,z,z,z,z,z,z,z,38,72,0,110,0,110,97,5,C,C,74,100,C,C,0,0,0,78,32,0,0-10%,0-10%,90-100%,0-10%,95.2,4.0,0.9,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5720826,Dunblane Primary School,Primary,20.2,354,17.6,25.3,153,201,56,43,37,53,50,67,48,z,z,z,z,z,z,z,105,249,5,349,0,354,317,12,17,8,239,100,C,C,C,52,8,31,259,C,0-10%,80-90%,10-20%,0-10%,94.7,3.9,1.4,C,Accessible small towns,Accessible small towns,Non-denominational,,
Stirling,5724023,East Plean Primary School,Primary,11.2,148,13.2,21.1,75,73,13,21,20,26,26,18,24,z,z,z,z,z,z,z,72,76,6,142,0,148,134,C,10,C,106,100,7,16.7,80,55,5,8,0,0,0-10%,0-10%,90-100%,0-10%,94.2,4.1,1.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5724120,Fallin Primary School,Primary,15.6,196,12.5,19.6,99,97,28,17,30,31,31,24,35,z,z,z,z,z,z,z,93,103,5,191,0,196,188,C,5,C,137,100,17,28.8,60,84,52,0,0,0,0-10%,0-10%,90-100%,0-10%,91.0,5.4,3.6,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5724228,Fintry Primary School,Primary,5.3,59,11.1,19.7,21,38,7,6,14,7,8,10,7,z,z,z,z,z,z,z,10,49,0,59,0,59,56,C,C,0,42,100,0,0,0,0,0,59,0,0,0-10%,0-10%,90-100%,0-10%,95.7,3.3,1.0,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5724325,Gargunnock Primary School,Primary,4.2,60,14.3,20,29,31,9,9,11,C,11,9,C,z,z,z,z,z,z,z,9,51,0,60,0,60,52,C,C,C,47,100,C,C,0,0,C,56,C,0,0-10%,0-10%,90-100%,0-10%,95.4,2.9,1.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5721024,Gartmore Primary School,Primary,3.0,34,11.3,17,10,24,C,C,7,5,5,C,9,z,z,z,z,z,z,z,15,19,0,34,0,34,29,C,0,C,24,100,C,C,0,0,0,34,0,0,0-10%,0-10%,90-100%,0-10%,93.0,6.0,1.1,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Stirling,5724627,Killearn Primary School,Primary,10.8,179,16.6,25.6,91,88,22,18,34,29,25,25,26,z,z,z,z,z,z,z,62,117,0,179,0,179,159,8,8,C,128,100,0,0,0,0,0,130,49,0,0-10%,0-10%,90-100%,0-10%,96.4,2.8,0.8,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5721121,Killin Primary School,Primary,4.6,49,10.7,16.3,23,26,8,7,5,7,7,10,5,z,z,z,z,z,z,z,5,44,0,49,0,49,49,0,0,0,34,100,C,C,0,0,47,C,0,C,0-10%,0-10%,90-100%,0-10%,94.8,4.0,1.2,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Stirling,5721326,Kincardine in Menteith Primary School,Primary,2.9,37,12.7,18.5,19,18,5,C,8,5,7,7,C,z,z,z,z,z,z,z,7,30,0,37,0,37,34,C,C,C,26,100,0,0,0,0,34,C,C,0,0-10%,0-10%,90-100%,0-10%,97.1,1.5,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5724724,Kippen Primary School,Primary,8.7,141,16.2,23.5,84,57,21,14,23,18,20,26,19,z,z,z,z,z,z,z,36,105,C,C,0,141,122,12,7,0,96,100,7,15.6,0,0,C,137,C,0,0-10%,0-10%,90-100%,0-10%,93.9,4.8,1.3,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5745829,Newton Primary School,Primary,18.0,335,18.6,25.8,169,166,42,38,40,51,48,56,60,z,z,z,z,z,z,z,72,263,6,329,0,335,299,16,15,5,219,100,C,C,5,C,C,63,264,0,0-10%,70-80%,20-30%,0-10%,95.9,3.0,1.2,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
Stirling,5725720,Our Lady&apos;s R C Primary School,Primary,8.6,95,11,19,49,46,10,8,14,14,12,18,19,z,z,z,z,z,z,z,46,49,24,71,0,95,47,17,30,C,58,100,7,18.9,64,6,7,C,16,C,90-100%,0-10%,0-10%,0-10%,91.0,3.9,5.1,0.0,Other urban areas,Other urban areas,Roman Catholic,,
Stirling,5721725,Port Of Menteith Primary School,Primary,1.9,9,4.7,9,C,C,0,C,C,C,C,0,0,z,z,z,z,z,z,z,C,C,0,9,0,9,7,C,C,0,9,100,0,0,0,0,C,5,C,0,0-10%,20-30%,70-80%,0-10%,96.5,2.2,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Stirling,5725321,Raploch Primary School,Primary,18.7,233,12.5,21.2,106,127,43,33,30,31,35,30,31,z,z,z,z,z,z,z,122,111,16,217,0,233,179,17,21,16,172,100,29,47.5,210,10,8,C,C,0,90-100%,0-10%,0-10%,0-10%,90.4,5.3,4.4,C,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5725429,Riverside Primary School,Primary,32.8,440,13.4,18.3,201,239,48,60,63,70,66,56,77,z,z,z,z,z,z,z,188,252,38,402,59,381,347,36,56,C,307,100,21,15.8,81,26,33,161,139,0,80-90%,0-10%,0-10%,0-10%,94.1,4.5,1.5,C,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5723825,St. Margaret&apos;s R C Primary School,Primary,9.0,147,16.3,24.5,75,72,13,18,20,26,17,27,26,z,z,z,z,z,z,z,54,93,C,C,0,147,141,6,0,0,94,100,14,26.4,85,10,17,34,C,C,0-10%,0-10%,90-100%,0-10%,91.6,6.0,2.4,0.0,Accessible rural areas,Accessible rural areas,Roman Catholic,,
Stirling,5720923,St. Mary&apos;s Episcopal Primary School,Primary,3.4,36,10.6,18,14,22,8,5,9,C,5,C,C,z,z,z,z,z,z,z,16,20,C,C,0,36,20,6,9,C,30,100,0,0,0,C,0,17,17,C,0-10%,60-70%,20-30%,0-10%,94.9,3.6,1.5,0.0,Accessible small towns,Accessible small towns,Other denomination,,
Stirling,5723221,St. Mary&apos;s R C Primary School,Primary,17.1,273,16,24.8,138,135,40,34,35,41,39,46,38,z,z,z,z,z,z,z,85,188,27,246,0,273,220,15,37,C,189,100,9,10.7,36,86,82,36,33,0,80-90%,0-10%,10-20%,0-10%,94.7,4.1,1.2,0.0,Other urban areas,Other urban areas,Roman Catholic,,
Stirling,5725623,St. Ninians Primary School,Primary,24.6,424,17.2,26.5,195,229,56,60,57,70,57,64,60,z,z,z,z,z,z,z,139,285,25,399,0,424,336,26,58,C,300,100,17,13.7,60,114,19,131,99,C,90-100%,0-10%,0-10%,0-10%,94.7,3.5,1.8,C,Other urban areas,Other urban areas,Non-denominational,,
Stirling,5725828,Strathblane Primary School,Primary,11.4,169,14.8,21.1,81,88,27,19,30,24,22,24,23,z,z,z,z,z,z,z,25,144,0,169,0,169,150,12,7,0,122,100,C,C,C,0,14,103,51,C,0-10%,0-10%,90-100%,0-10%,94.9,3.7,1.4,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
